City,Year,AQI,CO2_Emissions,Green_Cover_Loss,Water_Consumption,Energy_Usage,Waste_Generated,Recycling_Rate,Population_Growth,Industrial_Expansion
Chicago,2014,120,7.24,2.98,303.44,1908.85,1.45,11.51,3.55,8.44
Delhi,2021,69,23.83,2.45,306.31,7793.15,2.15,40.09,1.47,9.67
Tokyo,2016,62,44.09,1.94,371.27,1580.87,1.98,70.12,1.23,10.42
Sydney,2015,283,46.55,3.8,452.34,1799.47,2.12,78.92,4.37,10.48
Chicago,2006,260,33.01,4.56,261.54,6148.4,1.8,26.06,4.73,5.97
Los Angeles,2020,290,6.09,3.44,235.73,3758.85,3.48,20.39,1.56,14.67
Delhi,2002,175,15.09,1.43,308.96,9628.79,2.0,14.55,0.91,13.22
Phoenix,2009,89,24.7,1.53,244.12,9822.08,2.07,56.74,1.96,1.94
Tokyo,2009,105,30.8,2.15,424.89,6401.77,0.73,11.12,0.91,12.92
Delhi,2017,289,15.67,1.1,171.92,4778.5,1.07,74.44,3.9,3.01
Houston,2018,294,27.07,4.81,115.87,6897.9,3.38,25.63,4.73,9.79
London,2003,139,42.07,2.21,432.94,6554.38,1.47,16.17,4.25,11.75
Chicago,2019,118,33.06,2.39,412.68,5451.25,1.94,87.11,2.93,11.78
Los Angeles,2018,293,28.62,0.15,289.86,5226.43,1.61,58.07,3.53,12.87
Chicago,2009,254,17.6,3.57,208.95,2402.39,3.35,32.39,1.83,9.91
Los Angeles,2009,133,19.03,4.5,277.31,5490.16,1.1,26.78,3.01,4.31
London,2017,255,21.47,3.07,50.9,6915.23,0.58,79.8,4.73,10.9
Sydney,2020,198,35.99,3.38,292.57,9701.15,0.66,66.4,2.59,10.13
New York,2012,202,43.02,4.41,109.0,9593.35,1.15,81.47,4.65,2.4
Los Angeles,2010,98,9.32,2.65,423.35,1043.17,0.93,27.68,2.59,5.55
Tokyo,2002,214,47.56,0.54,365.77,8903.73,0.9,88.59,2.26,8.84
Houston,2015,54,9.27,2.83,242.58,5612.65,2.45,43.04,1.16,5.74
London,2005,56,49.53,0.78,206.12,3067.89,3.17,70.78,2.28,1.87
Houston,2001,229,39.86,2.41,315.03,5909.06,1.57,50.19,1.47,5.83
Sydney,2020,177,9.08,2.22,314.95,8778.05,1.56,27.7,1.39,1.26
Phoenix,2023,98,38.73,2.11,306.62,2041.81,1.41,20.28,1.51,8.52
Sydney,2003,124,35.51,4.42,427.86,6044.44,1.55,75.3,4.79,3.61
Delhi,2013,265,49.26,4.49,343.19,2854.24,1.62,13.27,1.03,14.06
Delhi,2013,186,48.98,1.46,195.82,1729.99,3.43,81.0,1.06,11.71
Tokyo,2001,255,48.59,2.68,473.5,6849.61,1.59,11.26,3.95,5.46
London,2002,282,39.23,4.57,425.19,2293.27,3.27,79.4,4.68,14.62
Sydney,2004,100,48.78,3.03,237.59,8448.46,2.12,35.41,3.29,2.72
Beijing,2001,63,12.57,0.55,304.27,2536.16,2.38,29.91,3.41,4.89
Sydney,2010,275,33.65,2.57,268.38,4681.98,1.83,82.02,0.51,13.84
London,2002,106,8.85,2.75,226.9,1880.74,1.36,33.2,1.36,13.33
New York,2002,142,33.29,4.9,499.64,6361.13,1.61,36.65,3.87,1.49
Chicago,2000,212,36.47,3.85,465.41,9464.98,3.1,25.01,4.18,1.36
Delhi,2002,58,10.32,2.62,123.75,8691.99,0.59,25.88,3.58,4.99
Houston,2008,258,19.09,2.89,111.3,8518.8,2.97,34.92,3.95,6.08
Houston,2021,280,13.95,2.77,131.39,8463.32,1.24,60.29,2.41,13.63
Delhi,2009,271,16.9,1.07,271.05,2071.68,2.27,64.39,0.74,14.85
Sydney,2014,263,32.99,1.31,274.31,7388.69,0.62,22.07,4.46,2.74
Houston,2013,224,35.21,2.29,245.99,8197.8,1.42,29.6,3.58,11.82
Los Angeles,2019,291,7.93,4.01,310.98,8622.59,0.61,34.7,4.29,12.3
Sydney,2000,212,42.42,4.31,204.46,7148.47,2.88,42.96,3.17,12.33
Delhi,2016,143,39.03,0.42,448.28,1184.04,3.28,24.88,4.01,12.11
Beijing,2013,221,40.95,2.59,391.96,6648.81,1.37,59.03,3.78,14.84
Houston,2003,222,48.97,3.54,464.98,6994.1,1.64,66.78,3.8,2.51
New York,2002,140,9.95,3.4,185.98,4514.31,2.17,15.95,3.76,6.18
Chicago,2000,62,42.19,4.28,81.64,3277.27,2.51,69.39,2.03,9.03
Delhi,2002,165,44.64,0.66,275.4,6500.27,2.42,52.99,3.89,5.45
Delhi,2000,149,10.89,1.75,453.92,5631.59,2.66,25.4,3.94,7.76
London,2007,64,25.25,3.78,119.27,6934.37,0.86,78.11,1.62,4.3
Phoenix,2000,243,15.87,0.99,404.58,1004.33,3.29,11.39,1.2,3.68
Sydney,2009,102,9.97,2.27,366.01,9942.89,2.5,79.71,1.06,3.17
London,2009,163,16.93,4.36,126.27,2261.32,2.56,47.47,4.89,13.28
Tokyo,2016,272,36.96,3.65,302.4,6762.17,0.76,70.49,0.64,9.3
London,2010,152,29.47,0.93,444.42,7935.85,1.84,67.89,2.86,9.18
Chicago,2013,201,46.44,2.48,200.72,2773.21,1.71,63.15,2.93,1.15
Sydney,2021,96,49.7,0.48,489.87,6020.18,1.68,49.49,4.05,6.72
Tokyo,2006,153,45.99,0.78,303.81,2314.32,2.9,75.79,0.75,2.7
Phoenix,2023,78,38.96,3.83,168.97,8900.9,1.99,29.8,4.13,1.1
Chicago,2001,181,8.41,3.48,430.32,2504.23,3.23,85.58,1.79,10.8
Tokyo,2012,76,6.7,4.69,396.79,9064.57,0.58,48.81,1.78,2.97
Beijing,2004,271,24.38,4.42,142.79,9443.21,1.82,19.39,0.64,14.71
Los Angeles,2006,289,20.94,2.98,212.21,9274.86,2.94,86.18,1.3,9.26
Chicago,2004,154,41.52,2.62,169.49,4567.96,2.7,50.11,1.77,2.74
London,2012,263,35.9,1.65,488.19,2184.29,1.47,66.65,2.37,9.49
Delhi,2000,248,7.6,0.6,307.79,8362.11,0.7,13.29,4.48,8.99
Sydney,2016,211,37.65,0.35,386.4,4248.34,1.09,21.48,4.51,7.1
New York,2001,128,17.99,3.82,399.11,2028.86,3.15,86.42,3.69,7.37
Los Angeles,2010,156,37.02,2.7,404.58,6586.62,1.69,52.98,0.9,7.64
Los Angeles,2004,64,5.83,4.41,398.1,3384.72,0.77,50.5,0.98,4.25
Houston,2004,92,10.25,1.75,471.75,4763.76,2.2,41.72,2.66,7.8
Beijing,2017,77,42.75,2.15,361.27,4766.21,1.67,22.07,0.87,1.03
New York,2011,281,47.05,0.13,375.43,6289.05,1.92,15.67,2.93,5.54
Delhi,2000,121,46.26,4.41,76.41,1360.29,0.67,24.06,2.19,3.01
London,2015,56,34.28,1.52,293.74,5703.57,0.82,18.68,1.29,10.89
Sydney,2013,111,41.54,1.08,487.03,4726.97,1.24,75.79,1.54,5.7
Phoenix,2024,205,8.87,4.96,106.04,8764.35,0.88,51.28,4.66,4.5
Delhi,2022,262,12.07,4.13,348.55,6371.54,3.07,48.33,3.12,6.66
Beijing,2003,177,42.72,3.47,343.29,7738.87,1.26,62.44,1.66,6.78
Sydney,2023,166,15.24,3.57,206.28,6398.8,2.8,76.29,1.03,1.7
New York,2002,262,46.85,1.83,312.71,9871.32,2.36,26.88,1.85,14.9
Phoenix,2008,154,32.19,4.49,201.39,5528.48,1.83,83.18,2.96,3.06
Sydney,2012,168,44.24,0.57,137.86,8930.43,1.68,34.16,4.67,9.34
Los Angeles,2013,186,40.82,3.16,456.48,2029.19,0.55,27.03,2.49,4.33
New York,2009,58,10.27,4.56,182.39,8450.5,1.28,43.31,2.05,7.4
Chicago,2004,135,39.74,4.46,77.04,4756.19,0.54,12.91,2.91,9.81
Beijing,2011,104,37.3,4.76,74.06,2452.93,3.37,29.34,2.8,2.01
London,2002,118,47.51,0.91,225.27,2699.0,2.0,77.57,3.29,12.65
Chicago,2020,288,10.75,3.28,313.65,7617.3,2.89,61.15,2.4,2.22
London,2024,216,47.19,1.77,422.3,4359.41,2.94,68.63,2.97,8.67
New York,2023,64,49.92,3.25,53.71,9284.34,2.48,88.63,1.48,12.93
Phoenix,2014,263,31.35,2.37,417.5,5607.77,1.75,46.03,4.23,9.4
New York,2003,239,48.57,4.02,224.61,9522.46,1.67,34.12,3.5,14.05
Phoenix,2002,203,18.73,0.15,188.19,9397.47,2.44,61.46,1.55,3.69
Chicago,2009,69,17.24,4.55,161.02,9050.86,2.71,13.46,1.4,4.13
Sydney,2016,76,41.5,3.89,390.23,8693.07,2.43,86.67,3.97,5.56
Tokyo,2018,90,13.82,1.66,242.86,7042.71,2.12,73.13,0.95,13.83
Phoenix,2006,142,28.18,3.13,119.54,3473.51,1.55,42.86,4.54,14.17
Los Angeles,2003,131,38.32,0.11,335.13,6917.01,3.34,68.83,2.09,6.97
Phoenix,2017,103,15.66,0.88,322.38,3328.59,3.05,33.49,2.01,8.03
Beijing,2023,229,11.17,1.81,115.03,9693.44,1.28,25.47,4.97,6.14
Chicago,2011,70,24.5,4.54,237.11,6922.77,1.24,37.36,4.33,6.64
London,2012,163,21.27,2.73,335.74,5427.78,2.01,20.16,4.59,8.74
Delhi,2009,139,23.09,0.37,185.33,4421.42,1.03,20.8,4.72,11.27
Los Angeles,2018,189,7.57,3.67,498.01,2748.35,3.13,86.71,1.94,12.37
Delhi,2004,51,30.79,2.0,286.0,4537.23,2.79,59.22,2.49,8.33
Los Angeles,2000,230,9.53,4.69,215.2,2736.64,2.8,87.58,3.1,11.4
Sydney,2003,146,33.44,2.69,478.87,1732.31,2.97,57.25,4.43,3.19
Houston,2006,285,12.23,4.72,461.07,5572.34,0.55,55.7,3.47,10.12
Chicago,2010,287,16.18,2.68,142.16,1443.83,0.95,72.54,3.75,6.63
Phoenix,2010,282,18.57,2.67,491.06,5594.0,1.22,81.14,0.99,6.33
London,2005,144,41.7,2.02,170.7,2000.28,1.12,27.56,2.51,5.41
Delhi,2009,57,6.58,3.79,73.96,8206.1,2.11,37.11,3.26,8.45
Chicago,2005,87,39.96,4.7,194.45,9133.4,2.81,79.11,3.08,1.67
Houston,2010,94,8.39,0.34,317.32,1118.78,3.09,61.53,3.64,10.42
Tokyo,2004,113,29.79,4.13,332.47,8424.84,1.3,41.84,0.63,4.72
London,2023,119,7.39,0.9,342.11,5470.3,2.67,74.99,1.41,1.48
Tokyo,2007,124,33.71,4.29,390.92,8995.23,1.11,79.84,3.62,1.41
Los Angeles,2002,145,21.11,3.76,418.92,9115.89,1.21,11.92,2.35,7.55
Chicago,2015,56,31.42,3.02,337.17,6862.38,3.38,33.06,1.32,6.85
Phoenix,2022,187,38.49,4.91,224.91,8534.2,2.44,76.5,3.79,5.14
New York,2019,288,34.88,4.29,150.96,6012.61,0.51,36.64,2.66,4.59
Beijing,2022,94,44.37,3.72,489.49,3511.85,1.21,79.57,3.03,2.73
Houston,2005,199,43.4,4.67,341.21,2275.44,2.68,51.51,2.75,5.64
Los Angeles,2008,229,20.98,4.46,93.71,6432.67,2.5,82.44,1.27,14.38
Houston,2001,79,14.06,4.03,128.65,7120.69,1.3,83.68,3.46,3.67
Phoenix,2022,189,23.5,2.7,470.87,2316.15,1.72,59.59,2.37,12.09
Beijing,2024,255,17.03,0.79,365.89,5623.25,3.15,23.34,2.17,7.68
Phoenix,2014,197,12.58,4.79,67.97,4063.09,0.82,71.29,1.29,13.99
Beijing,2022,194,25.68,0.23,202.99,9221.23,2.11,12.46,2.3,5.88
London,2005,127,34.2,2.16,400.64,6606.49,1.56,55.84,2.33,10.41
Delhi,2003,146,13.58,3.91,163.24,9063.21,1.54,60.05,4.77,4.49
Los Angeles,2018,209,22.63,3.41,85.64,3467.07,2.52,54.68,1.34,14.5
Chicago,2000,237,49.27,2.91,410.94,9545.06,0.63,52.54,4.43,4.86
New York,2003,258,15.72,1.3,487.91,4993.88,3.45,55.72,0.78,11.04
London,2012,159,8.7,0.9,75.17,2943.72,1.89,22.1,2.64,6.96
Sydney,2022,259,37.86,4.69,399.47,4545.54,2.39,21.15,0.59,5.86
Delhi,2019,57,28.45,3.3,111.88,8363.93,1.39,54.62,2.52,5.55
New York,2003,88,14.03,4.12,489.38,8051.13,0.62,60.34,0.87,6.49
London,2022,98,30.27,4.12,50.96,9142.09,0.85,75.98,1.7,9.83
Phoenix,2018,186,16.99,2.56,451.5,1021.17,0.78,58.52,3.78,1.9
Chicago,2006,139,28.28,2.28,293.74,8509.66,3.37,75.62,2.09,2.4
Chicago,2021,290,19.52,0.87,415.78,2464.87,3.38,75.77,2.57,4.13
Chicago,2014,190,6.46,2.01,466.52,3583.82,3.3,60.42,4.21,6.66
Tokyo,2018,221,32.87,2.74,260.21,8028.72,1.41,81.81,1.15,5.76
Beijing,2019,60,30.81,2.94,294.47,9407.34,2.37,12.03,4.14,2.29
London,2009,60,38.89,0.51,280.7,8411.53,0.58,82.69,0.78,8.88
Sydney,2019,264,33.5,4.11,64.15,3798.33,0.65,51.94,2.98,1.52
Phoenix,2004,193,36.79,3.08,491.61,3288.17,1.51,30.58,3.59,6.75
Sydney,2009,186,18.87,4.1,173.72,6805.45,2.94,33.87,4.26,8.98
Tokyo,2012,138,18.15,4.26,223.26,2168.49,1.6,41.71,3.98,6.96
Delhi,2012,300,11.45,3.63,484.74,9706.54,1.96,43.09,4.03,2.09
Beijing,2022,101,20.43,3.76,421.82,5988.91,1.47,44.61,4.01,12.28
Sydney,2002,263,46.19,2.07,480.66,6426.17,2.68,16.1,2.54,6.7
Chicago,2016,192,40.3,0.87,223.98,6925.41,1.75,35.33,3.76,9.04
Phoenix,2002,233,24.19,2.94,118.8,1079.37,2.03,13.2,1.37,7.97
Sydney,2003,79,35.86,1.32,282.56,3082.48,1.02,51.61,2.37,3.0
Sydney,2021,228,7.18,1.64,119.79,6589.7,2.76,32.43,4.66,7.66
Delhi,2007,269,18.53,3.14,424.26,7004.02,1.71,61.97,0.98,13.29
Los Angeles,2002,288,47.83,1.83,148.01,8190.84,1.27,39.68,4.01,5.34
Tokyo,2004,200,18.66,1.87,473.03,3212.83,1.31,51.75,4.04,7.71
Phoenix,2004,146,47.39,2.49,57.54,1858.05,1.9,66.41,4.89,5.15
Houston,2008,104,31.72,4.13,110.44,2889.57,1.61,61.1,1.65,4.46
Los Angeles,2017,180,48.57,3.2,457.38,4331.97,2.97,67.51,1.36,4.8
Houston,2005,54,47.5,3.9,227.05,8764.88,2.93,27.34,2.88,9.7
Tokyo,2011,67,27.98,4.28,438.02,9367.11,1.7,41.22,1.18,5.17
Phoenix,2004,245,10.6,4.53,192.69,8511.82,0.87,36.99,3.05,2.64
Phoenix,2022,86,19.95,2.15,487.18,9367.37,0.89,23.01,1.44,3.08
Phoenix,2016,118,8.09,0.58,146.81,2797.69,2.82,51.38,3.74,9.44
Delhi,2002,126,22.77,1.15,190.52,3037.38,0.99,11.35,3.76,12.88
Delhi,2011,237,40.32,3.41,347.21,1346.86,3.06,64.57,1.69,12.0
Chicago,2000,149,7.91,4.39,401.23,4068.79,2.19,16.72,4.44,14.04
London,2015,206,43.57,2.53,115.36,7683.26,3.34,78.05,3.23,1.95
Phoenix,2004,209,28.97,0.39,386.68,2372.29,1.0,27.26,0.82,5.78
Delhi,2016,261,11.51,2.95,111.07,8178.09,3.48,63.42,4.45,12.32
Sydney,2020,278,23.76,2.2,330.71,7282.92,2.81,28.41,2.09,6.95
Chicago,2018,130,5.89,2.71,283.7,7544.61,2.14,65.14,3.65,12.02
Los Angeles,2001,110,29.29,3.27,314.5,1399.37,1.21,70.05,2.61,8.23
Delhi,2006,227,25.11,2.39,336.39,5604.4,2.18,43.94,1.35,11.78
Beijing,2014,109,20.03,1.88,300.61,2172.89,2.51,64.27,1.85,5.87
Beijing,2020,212,22.16,2.82,274.79,7571.98,1.33,37.94,4.3,9.51
Houston,2017,282,39.88,2.73,236.74,3937.06,0.77,16.2,2.88,2.15
Beijing,2006,251,48.19,4.59,420.65,8574.95,2.16,65.64,3.33,2.31
Chicago,2011,124,18.49,4.32,482.79,9039.38,3.41,59.28,3.7,9.5
Los Angeles,2011,118,25.56,2.3,51.99,6302.53,3.4,88.37,3.2,8.58
Delhi,2014,206,18.54,3.09,266.43,1260.78,1.93,42.7,1.64,1.04
Sydney,2002,195,27.01,4.24,311.35,9986.86,2.44,83.55,2.5,5.8
New York,2017,91,16.14,3.19,346.64,1174.37,2.08,34.09,2.89,8.9
New York,2015,228,18.9,0.27,70.46,2248.31,2.54,77.52,1.92,11.93
Tokyo,2000,64,10.06,2.56,430.13,4115.39,1.84,13.7,4.18,11.94
Tokyo,2024,63,24.81,0.86,300.65,9865.54,2.59,13.14,4.04,8.79
Delhi,2018,239,49.26,4.18,407.67,1434.71,2.09,66.39,0.65,10.43
New York,2006,92,35.15,0.54,462.33,6862.84,0.83,47.9,2.71,9.04
Houston,2015,50,20.6,2.28,131.42,6419.61,2.43,43.13,3.88,7.43
Houston,2003,182,40.46,2.56,373.36,5697.29,0.85,25.22,3.35,11.05
Tokyo,2015,140,41.84,3.09,160.27,9122.62,2.21,17.28,2.5,8.4
Los Angeles,2021,281,11.67,4.07,342.92,9270.89,1.46,26.58,0.93,10.94
Tokyo,2001,128,10.15,4.74,235.23,6035.26,1.45,38.69,3.06,6.16
Sydney,2004,248,5.07,4.07,133.42,6326.4,2.87,14.71,1.04,2.72
Sydney,2000,52,6.89,1.9,462.45,9310.27,0.87,25.28,1.16,5.17
Sydney,2014,141,39.49,4.74,145.69,6500.52,2.48,32.05,3.38,8.12
Tokyo,2022,190,36.74,1.68,115.22,5406.67,2.44,76.26,1.69,3.65
London,2023,291,20.71,3.57,434.27,5896.46,2.31,13.77,1.98,12.6
Houston,2020,161,49.64,2.06,118.94,2294.68,3.22,58.06,3.36,8.35
Los Angeles,2005,112,49.32,3.29,361.49,7688.37,1.87,35.69,2.91,11.52
London,2007,285,49.28,4.16,493.3,5850.12,1.91,61.0,2.49,2.18
Beijing,2022,116,25.82,1.29,484.88,4464.25,1.49,57.37,4.71,4.67
Delhi,2006,214,41.65,4.86,499.34,5279.7,3.44,41.73,1.62,14.81
Los Angeles,2011,97,32.15,4.5,283.4,7239.15,3.16,88.51,4.73,14.04
Tokyo,2013,153,10.95,4.84,296.17,9898.71,2.16,28.11,4.21,3.66
Delhi,2015,124,46.93,1.74,95.46,1080.85,1.28,14.62,1.14,6.88
Beijing,2004,125,9.66,2.79,159.87,8490.94,1.68,79.5,4.14,2.21
Delhi,2000,79,19.91,1.27,257.25,9880.82,1.78,77.24,4.12,13.2
London,2015,181,29.19,0.59,121.88,5069.24,2.27,38.12,3.28,3.63
Sydney,2004,262,27.75,4.06,195.66,8275.39,2.13,27.21,4.66,6.6
Phoenix,2000,167,6.03,1.95,385.13,3043.87,0.96,80.22,4.47,12.73
London,2009,175,23.43,1.41,420.57,1901.99,3.06,53.84,4.11,2.3
Sydney,2003,110,15.96,3.68,430.5,5099.31,2.3,40.22,3.71,4.8
Phoenix,2016,101,26.73,2.82,156.08,9049.93,1.17,46.33,2.05,10.0
Beijing,2023,57,48.26,4.81,54.95,7091.89,2.46,42.1,4.98,7.91
Houston,2022,163,24.59,1.35,457.94,6757.78,2.32,85.38,4.16,9.24
Tokyo,2021,172,25.46,4.38,491.71,3421.8,0.92,10.2,4.03,8.66
Beijing,2009,273,10.87,4.56,81.35,8186.45,1.75,21.11,3.98,6.61
Phoenix,2002,159,36.92,3.89,360.04,2578.78,2.05,86.93,1.61,12.17
London,2003,57,18.39,3.06,60.7,1124.86,3.37,28.07,3.29,3.86
Sydney,2020,267,6.25,4.74,217.24,5408.17,3.33,78.49,1.9,11.28
Sydney,2017,200,16.28,3.78,356.86,2332.38,1.11,63.7,2.09,3.84
Beijing,2005,251,48.07,2.94,400.2,6935.87,2.0,13.3,3.32,8.13
Houston,2024,62,27.02,4.0,335.56,7403.82,2.66,79.88,2.31,8.83
New York,2001,231,30.22,2.79,156.27,7432.44,3.03,32.02,3.09,9.75
Chicago,2020,270,31.98,0.86,68.37,5045.7,2.43,41.13,3.6,13.86
Tokyo,2013,96,22.3,1.38,267.58,9885.7,1.76,11.24,0.99,4.04
Los Angeles,2013,184,10.83,2.68,212.72,7020.49,0.91,65.0,3.77,14.6
New York,2010,131,34.97,4.84,80.72,6905.82,2.61,51.32,4.46,8.36
Houston,2013,67,20.97,3.66,235.41,2941.46,0.87,81.88,2.85,6.19
Beijing,2011,186,29.49,3.93,471.8,6774.91,1.8,12.01,4.22,2.04
Tokyo,2010,206,26.57,2.46,140.36,2889.66,1.63,55.92,2.0,7.58
Houston,2002,186,28.22,3.88,58.26,4883.98,3.12,43.86,4.11,7.96
Delhi,2013,255,33.72,0.64,107.25,9406.56,0.67,56.65,1.0,6.61
Los Angeles,2019,152,22.7,3.65,99.5,6479.45,0.83,36.42,1.85,5.05
Chicago,2009,289,39.26,0.65,50.22,4374.88,2.64,48.99,2.14,1.4
New York,2019,251,8.16,1.52,106.03,2937.52,2.78,74.12,3.93,10.12
Sydney,2006,267,24.88,4.3,236.6,7838.13,1.37,56.72,0.54,2.02
Delhi,2000,262,31.65,0.22,191.24,4714.84,2.81,20.29,2.22,11.79
New York,2012,68,17.35,0.56,175.04,8095.9,1.81,39.6,4.64,1.49
London,2011,180,23.51,1.18,256.75,2389.05,1.57,51.12,3.83,10.47
London,2010,64,43.33,0.49,315.13,6631.1,3.3,78.02,0.68,13.55
Tokyo,2008,169,31.1,4.4,411.83,9796.31,0.76,25.56,3.56,6.01
Houston,2006,246,44.58,3.32,482.84,4723.63,1.36,20.75,1.65,6.99
Phoenix,2010,258,12.18,3.75,290.39,6608.55,1.83,85.78,3.84,13.01
Los Angeles,2017,199,14.11,1.48,154.26,4391.23,3.03,33.76,1.29,9.83
Sydney,2023,259,38.08,0.22,95.22,5095.95,2.23,20.1,4.9,11.63
Tokyo,2006,77,37.95,4.94,331.65,3904.32,2.56,50.31,4.73,4.97
Beijing,2013,275,34.85,0.93,288.5,6194.21,0.99,79.1,1.94,7.16
Tokyo,2002,188,33.8,4.33,141.89,5039.65,2.24,65.54,1.75,2.05
Houston,2010,86,19.15,0.55,267.64,1357.18,1.46,44.76,2.07,5.75
New York,2008,114,21.38,3.43,68.21,6003.23,2.22,57.67,1.78,13.35
Los Angeles,2019,90,14.97,2.4,305.48,5429.98,1.59,28.97,1.8,7.87
New York,2013,140,14.83,3.27,233.86,6861.26,0.61,69.05,2.73,11.74
Chicago,2024,204,40.97,2.78,123.67,2924.28,3.33,31.1,2.49,14.1
Delhi,2002,78,22.42,0.41,400.18,4548.86,3.0,62.51,1.94,1.89
Los Angeles,2008,70,6.07,2.63,221.93,7145.11,1.67,23.4,4.7,1.65
Los Angeles,2014,189,32.2,1.87,204.03,7775.52,1.51,28.59,3.02,9.0
Los Angeles,2024,209,42.82,2.04,379.46,7540.38,2.72,85.72,0.87,9.8
Chicago,2009,206,10.13,2.41,321.11,8311.17,0.68,56.58,3.65,4.73
Sydney,2014,165,5.28,4.66,375.7,5091.73,3.4,78.1,2.43,1.34
Houston,2009,107,12.36,2.85,71.27,3052.56,1.98,21.18,1.01,12.18
Houston,2013,99,29.87,1.81,431.8,8544.23,2.19,49.34,3.17,3.76
Sydney,2015,79,31.61,0.86,370.82,9499.8,1.34,85.05,4.97,10.47
Chicago,2019,184,15.56,3.76,435.23,6028.08,3.35,37.36,2.12,9.49
Sydney,2013,68,41.36,3.2,111.96,3522.8,3.11,24.21,4.08,3.24
Delhi,2006,289,30.77,3.98,299.19,2582.91,0.92,80.57,2.93,11.64
New York,2021,113,17.57,0.4,374.86,3735.92,2.0,34.34,4.54,12.65
Beijing,2009,78,30.73,0.45,95.73,1374.37,2.73,42.61,1.96,5.01
London,2017,96,17.21,1.84,441.43,3158.8,2.14,21.86,0.79,13.98
Phoenix,2007,177,39.91,1.39,412.05,2144.37,2.22,39.27,3.02,10.8
Tokyo,2002,255,43.41,3.0,299.52,2352.0,3.15,71.66,4.88,8.38
London,2024,212,5.48,0.78,294.45,5097.32,0.6,69.81,1.74,4.1
Chicago,2000,232,16.34,2.48,303.61,5274.58,2.46,26.16,4.67,8.83
Delhi,2014,285,43.94,4.65,196.71,1859.86,2.02,81.39,1.04,8.57
Delhi,2019,124,37.92,3.76,302.87,8168.69,1.77,55.21,2.86,12.5
Tokyo,2002,176,20.83,4.94,431.52,5770.77,1.65,88.94,0.76,1.55
Tokyo,2024,192,18.83,4.13,64.75,4704.06,1.2,41.22,4.04,1.44
Los Angeles,2009,257,8.86,2.76,470.3,4155.24,2.71,45.27,4.37,5.19
Phoenix,2009,204,33.4,3.4,194.91,3140.1,0.71,49.19,0.56,4.22
Houston,2012,233,26.76,4.94,203.07,1766.86,2.25,32.69,4.3,4.28
New York,2008,146,18.87,0.1,290.01,4370.62,1.48,52.61,3.98,9.23
Beijing,2014,218,21.89,0.99,256.77,2264.4,1.78,32.98,4.26,8.05
Beijing,2019,267,35.76,0.55,168.13,6193.39,3.11,56.47,1.68,13.32
Phoenix,2023,137,34.5,2.27,202.59,8953.62,1.98,73.34,1.21,9.39
Beijing,2003,249,13.47,2.36,188.37,3208.32,3.08,53.33,2.83,4.57
London,2020,87,49.53,3.64,458.75,8302.91,0.82,63.99,4.28,11.87
Los Angeles,2008,83,25.15,1.77,433.97,9361.89,1.18,61.09,1.72,1.29
Delhi,2012,290,23.68,4.74,298.48,2493.23,2.48,35.23,4.2,1.11
Delhi,2001,172,36.46,0.83,321.52,9179.52,2.01,61.65,0.59,1.73
Delhi,2019,285,7.17,2.8,361.91,5634.82,1.64,18.02,2.05,12.99
New York,2003,153,14.83,4.44,374.78,3303.08,0.54,63.44,1.6,14.37
Chicago,2008,192,10.86,2.69,402.8,4940.2,1.61,22.31,2.23,10.85
Houston,2011,77,39.5,0.87,99.39,1366.88,2.22,26.45,1.65,3.01
London,2007,98,31.3,1.44,425.78,8687.78,1.41,42.07,3.8,4.31
Delhi,2016,228,42.32,4.05,238.55,7879.2,3.29,12.14,3.63,13.23
Sydney,2014,102,38.59,3.07,415.68,7583.18,0.83,39.81,2.87,9.34
Tokyo,2001,209,17.69,2.9,184.7,9831.79,1.05,22.44,4.55,11.02
Beijing,2021,171,29.58,0.3,312.23,2905.02,2.09,88.41,1.52,13.38
Tokyo,2017,249,22.52,1.8,197.75,4198.77,0.87,27.27,1.84,10.72
New York,2022,297,8.01,2.0,107.65,5287.89,1.77,17.68,4.63,3.27
Delhi,2006,217,12.23,2.27,398.25,8285.49,1.75,42.91,2.62,9.3
Phoenix,2016,183,15.15,2.41,398.8,5925.35,2.71,24.27,2.47,1.47
Beijing,2016,209,27.33,2.55,61.11,9630.79,1.64,74.11,4.79,13.58
London,2008,92,40.21,1.21,199.28,5581.16,3.49,67.53,1.61,2.28
London,2019,169,9.22,2.38,163.07,5760.46,3.33,79.01,3.76,13.87
Chicago,2013,184,44.48,4.78,154.64,9036.82,2.94,82.67,1.74,12.57
Tokyo,2017,224,47.96,3.39,130.54,8769.65,1.12,75.51,3.87,9.52
London,2017,198,30.36,2.87,229.14,6875.84,1.89,72.52,3.6,3.85
Houston,2014,59,28.26,0.46,406.51,4675.14,0.59,59.56,3.35,4.32
Tokyo,2023,153,40.95,0.77,424.71,6982.84,2.49,65.54,0.71,1.41
Houston,2021,75,23.23,3.12,426.92,4097.26,0.6,89.15,3.29,7.81
Los Angeles,2016,169,23.26,3.64,229.41,2860.87,1.73,46.2,4.98,10.01
Houston,2014,232,15.7,1.81,387.24,9904.6,2.79,80.24,1.1,14.67
Chicago,2010,121,6.76,2.82,83.96,3678.78,1.06,22.44,3.43,11.06
Los Angeles,2000,283,23.9,2.39,404.55,2291.62,0.85,78.53,1.81,6.6
Delhi,2009,236,21.22,2.0,152.34,2147.86,0.51,53.61,4.74,5.33
